iter	RMSE
148	5677092.793
149	5672453.462
150	5663945.899
151	5653508.807
152	5643741.218
153	5637907.988
154	5632492.45
155	5625427.953
156	5614697.925
157	5601332.893
158	5593162.187
159	5584766.605
160	5573093.356
161	5565948.335
162	5556095.249
163	5547450.148
164	5535601.645
165	5522269.925
166	5509119.55
167	5497238.148
168	5484347.333
169	5478807.598
170	5474624.994
171	5463374.797
172	5453696.37
173	5446722.537
174	5441817.316
175	5433077.796
176	5424746.779
177	5419394.476
178	5413009.912
179	5407475.107
180	5401707.725
181	5394597.789
182	5392859.311
183	5388954.843
184	5382745.278
185	5372769.116
186	5363142.056
187	5359439.949
188	5354222.553
189	5342204.578
190	5334395.583
191	5326017.904
192	5322146.575
193	5314720.259
194	5306427.766
195	5300742.314
196	5296788.793
197	5292553.115
198	5287929.232
199	5284391.396
200	5275032.666
201	5268382.863
202	5262936.518
203	5257837.637
204	5251136.292
205	5239210.726
206	5233724.009
207	5230185.545
208	5225258.779
209	5222049.506
210	5216537.456
211	5213899.955
212	5208055.386
213	5200547.23
214	5195029.688
215	5184756.76
216	5179992.017
217	5172455.998
218	5163937.863
219	5159510.717
220	5148897.662
221	5145589.002
222	5141733.191
223	5131815.23
224	5128417.672
225	5124754.216
226	5122059.087
227	5113049.491
228	5107903.887
229	5104844.431
230	5098924.62
231	5090937.967
232	5087068.996
233	5079991.513
234	5076470.804
235	5072269.982
236	5069496.672
237	5065121.885
238	5062369.98
239	5056382.531
240	5051954.447
241	5044617.495
242	5041252.748
243	5032852.018
244	5030057.502
245	5026204.388
246	5019768.064
247	5014805.098
248	5007891.517
249	5000343.119
250	4994141.391
251	4986072.048
252	4980113.876
253	4977853.824
254	4973621.004
255	4965295.331
256	4961819.612
257	4956529.304
258	4953518.401
259	4949201.721
260	4945953.918
261	4942701.321
262	4934965.902
263	4930372.033
264	4928328.795
265	4927148.171
266	4921918.488
267	4914076.262
268	4908164.324
269	4903111.447
270	4901451.509
271	4896100.084
272	4891316.554
273	4884061.436
274	4877165.302
275	4869688.851
276	4863827.788
277	4860364.13
278	4857752.188
279	4855001.223
280	4850953.084
281	4844004.778
282	4842014.551
283	4837732.105
284	4832147.136
285	4827201.413
286	4824069.655
287	4821030.755
288	4813968.559
289	4809059.755
290	4805211.391
291	4801863.794
292	4796330.751
293	4793246.591
294	4789307.826
295	4786939.415
296	4782854.072
297	4779808.298
298	4774765.346
299	4772024.826
300	4766684.907
301	4763807.673
302	4759866.187
303	4756002.049
304	4752652.056
305	4748649.016
306	4746112.025
307	4742531.779
308	4739318.327
309	4737312.793
310	4732560.007
311	4728339.908
312	4726271.162
313	4724194.509
314	4720851.042
315	4716770.585
316	4712276.242
317	4705123.834
318	4700012.765
319	4694184.199
320	4691920.011
321	4689018.014
322	4684499.618
323	4680429.618
324	4678546.892
325	4676419.916
326	4672390.592
327	4669705.509
328	4664080.295
329	4660781.769
330	4658559.203
331	4656140.136
332	4651638.249
333	4649262.637
334	4647424.103
335	4645259.015
336	4643558.358
337	4641030.079
338	4634752.716
339	4633345.575
340	4629765.214
341	4623853.597
342	4622111.558
343	4616680.298
344	4610468.751
345	4606203.93
346	4602287.588
347	4599134.846
348	4595359.235
349	4593477.855
350	4591265.17
351	4587764.029
352	4584915.451
353	4581635.199
354	4579453.858
355	4576915.685
356	4572583.085
357	4569729.956
358	4566732.011
359	4564268.391
360	4561454.511
361	4559801.313
362	4555546.145
363	4551554.905
364	4547630.632
365	4544153.928
366	4541180.181
367	4537867.958
368	4535211.316
369	4533790.079
370	4530338.689
371	4528091.157
372	4523510.196
373	4521828.188
374	4518780.18
375	4517197.895
376	4515494.412
377	4512867.397
378	4509963.701
379	4506339.791
380	4504408.966
381	4501495.686
382	4498592.6
383	4495713.907
384	4490079.816
385	4485836.601
386	4481802.224
387	4478711.443
388	4475179.56
389	4470758.527
390	4467820.63
391	4465624.24
392	4462392.077
393	4458159.106
394	4455066.989
395	4451864.383
396	4449849.891
397	4448729.15
398	4441903.041
399	4440093.281
400	4435411.548
401	4433456.534
402	4431231.508
403	4428431.03
404	4425936.928
405	4423638.694
406	4421170.539
407	4417236.082
408	4414436.745
409	4412943.856
410	4408789.705
411	4406064.679
412	4403222.522
413	4401965.051
414	4397302.262
415	4396279.124
416	4394570.648
417	4393276.607
418	4391954.703
419	4388117.552
420	4387036.754
421	4384400.615
422	4381184.973
423	4377139.697
424	4375629.167
425	4373709.938
426	4369761.913
427	4368169.447
428	4365522.343
429	4364205.81
430	4362907.574
431	4361533.92
432	4359227.648
433	4355928.419
434	4352776.124
435	4348653.73
436	4347912.922
437	4347019.971
438	4344735.553
439	4339823.99
440	4336743.251
441	4333357.321
442	4331310.821
443	4328918.221
444	4327041.147
445	4325260.17
446	4323539.592
447	4321950.65
448	4319816.476
449	4318136.519
450	4314596.325
451	4312742.751
452	4309915.61
453	4308351.943
454	4305013.357
455	4302890.834
456	4300811.35
457	4298824.041
458	4297200.664
459	4295389.893
460	4293560.158
461	4291849.212
462	4288765.019
463	4284611.512
464	4282374.472
465	4278214.518
466	4275341.191
467	4272703.584
468	4270372.799
469	4268001.812
470	4265538.393
471	4263780.674
472	4261028.499
473	4259402.807
474	4256209.917
475	4255427.34
476	4253014.563
477	4249574.057
478	4247534.608
479	4244265.772
480	4241933.594
481	4239911.642
482	4236456.23
483	4233092.735
484	4230601.226
485	4227037.621
486	4225393.83
487	4223225.451
488	4219683.571
489	4218520.159
490	4215114.453
491	4211226.239
492	4208724.78
493	4208603.117
494	4206171.821
495	4203595.535
496	4200596.526
497	4197672.416
498	4195119.435
499	4193045.155
500	4189949.22
501	4188217.273
502	4186705.782
503	4185599.024
504	4182664.934
505	4182612.799
506	4180590.144
507	4178319.771
508	4175840.887
509	4173156.534
510	4170356.685
511	4169328.432
512	4165937.79
513	4163501.537
514	4162126.305
515	4159280.525
516	4156420.634
517	4154128.794
518	4152472.005
519	4149476.057
520	4144342.642
521	4140293.024
522	4138334.084
523	4136780.367
524	4134365.779
525	4132915.33
526	4131776.936
527	4129801.639
528	4129077.287
529	4126479.733
530	4123450.184
531	4120421.478
532	4117693.793
533	4115631.022
534	4112146.393
535	4110658.501
536	4108458.545
537	4104947.648
538	4103997.043
539	4103125.082
540	4101474.399
541	4100060.785
542	4096769.733
543	4094641.209
544	4092852.286
545	4091406.171
546	4088535.873
547	4087105.57
548	4085295.544
549	4083391.382
550	4080031.909
551	4078753.631
552	4077924.255
553	4076421.313
554	4073867.007
555	4071688.073
556	4068394.074
557	4066406.773
558	4064318.168
559	4062404.605
560	4060753.646
561	4059285.893
562	4058450.393
563	4056833.969
564	4055250.225
565	4054012.326
566	4052822.076
567	4050939.395
568	4048799.172
569	4046177.841
570	4042078.44
571	4040674.799
572	4039222.568
573	4037946.253
574	4036648.643
575	4034703.457
576	4033668.137
577	4031227.089
578	4029874.328
579	4028076.389
580	4025355.587
581	4024456.49
582	4021456.865
583	4020502.871
584	4017738.61
585	4015334.452
586	4014280.9
587	4013901.978
588	4012117.748
589	4010217.116
590	4008070.379
591	4005947.465
592	4005206.033
593	4001508.732
594	3999507.622
595	3999023.644
596	3996985.347
597	3996610.851
598	3994584.087
599	3993480.652
600	3991807.248
601	3989530.595
602	3988041.02
603	3986469.565
604	3985138.908
605	3984591.957
606	3981871.2
607	3979833.153
608	3979023.499
609	3977753.769
610	3974988.141
611	3971255.786
612	3969167.393
613	3966084.734
614	3964964.36
615	3963708.025
616	3961163.286
617	3960158.551
618	3957855.154
619	3956829.426
620	3955080.784
621	3953949.665
622	3951932.339
623	3949457.209
624	3947438.362
625	3945365.956
626	3944453.599
627	3942987.049
628	3941803.304
629	3940049.366
630	3937764.376
631	3934512.116
632	3933319.349
633	3931579.094
634	3929230.199
635	3927203.362
636	3925393.227
637	3923103.804
638	3920374.373
639	3919095.248
640	3917595.107
641	3916798.706
642	3914783.692
643	3913721.956
644	3911794.797
645	3910525.216
646	3908713.156
647	3907154.584
648	3905183.769
649	3903278.281
650	3902796.076
651	3901585.038
652	3899687.187
653	3898873.855
654	3897721.664
655	3895598.699
656	3893163.514
657	3890731.672
658	3889910.942
659	3887675.038
660	3886983.894
661	3886194.55
662	3885097.147
663	3883086.145
664	3882180.22
665	3880603.532
666	3879823.26
667	3878434.882
668	3876246.065
669	3873263.514
670	3870977.95
671	3870053.655
672	3868233.547
673	3866855.254
674	3864715.029
675	3863520.654
676	3861743.635
677	3859722.119
678	3858551.814
679	3856045.016
680	3855021.875
681	3853292.227
682	3852289.799
683	3851316.768
684	3849289.505
685	3847436.655
686	3845915.271
687	3844168.763
688	3840189.846
689	3839013.823
690	3838257.543
691	3836763.539
692	3835645.821
693	3834406.098
694	3832987.468
695	3831173.206
696	3829256.023
697	3828392.961
698	3825774.065
699	3824740.461
700	3823004.925
701	3821480.985
702	3819693.148
703	3818324.021
704	3815955.552
705	3814616.774
706	3814006.499
707	3812766.886
708	3811227.868
709	3810561.853
710	3809712.769
711	3808144.343
712	3806336.24
713	3804331.379
714	3802779.302
715	3801800.168
716	3799400.36
717	3797796.811
718	3796052.868
719	3794012.753
720	3792980.039
721	3792226.814
722	3791001.633
723	3789763.108
724	3789014.874
725	3787900.331
726	3787131.986
727	3785820.984
728	3784923.825
729	3783407.837
730	3780357.208
731	3779641.932
732	3778695.425
733	3776998.359
734	3775804.867
735	3774338.596
736	3773250.792
737	3772390.741
738	3771282.466
739	3770209.248
740	3769135.419
741	3768264.017
742	3766740.049
743	3765486.412
744	3763092.827
745	3762474.967
746	3761577.817
747	3759755.243
748	3758752.472
749	3757129.004
750	3755303.519
751	3754360.099
752	3753265.536
753	3752290.77
754	3749570.572
755	3747505.567
756	3745074.185
757	3743893.148
758	3743149.971
759	3742060.966
760	3741228.63
761	3739638.574
762	3738609.857
763	3737696.232
764	3736803.675
765	3736079.764
766	3733580.868
767	3731395.535
768	3730444.535
769	3728898.13
770	3727630.697
771	3726138.523
772	3724346.962
773	3723391.591
774	3722391.264
775	3721640.457
776	3719993.289
777	3719227.259
778	3717158.693
779	3715926.06
780	3715361.08
781	3714461.621
782	3713422.546
783	3712449.48
784	3710947.092
785	3710174.02
786	3709561.67
787	3708436.782
788	3706543.423
789	3705426.703
790	3704548.376
791	3702822.013
792	3701369.612
793	3699661.86
794	3698815.947
795	3697020.019
796	3695632.691
797	3693993.843
798	3692962.164
799	3691591.382
800	3689756.051
801	3688962.043
802	3687490.004
803	3686069.654
804	3684956.251
805	3684101.522
806	3682741.866
807	3682403.801
808	3681617.39
809	3680667.715
810	3679379.454
811	3677836.289
812	3676476.783
813	3675458.836
814	3673698.492
815	3671960.479
816	3671185.953
817	3670066.437
818	3669210.574
819	3667771.293
820	3665478.097
821	3664524.247
822	3662610.402
823	3661618.532
824	3659941.957
825	3659183.162
826	3658651.923
827	3657110.217
828	3656550.365
829	3654963.666
830	3653725.815
831	3651480.16
832	3650314.347
833	3648964.626
834	3647348.321
835	3646000.182
836	3644748.319
837	3643812.914
838	3643161.516
839	3641819.684
840	3640715.34
841	3639912.697
842	3639493.603
843	3638632.222
844	3637035.733
845	3635628.311
846	3633867.296
847	3632909.556
848	3631681.759
849	3630061.25
850	3629626.877
851	3628260.655
852	3627285.662
853	3626143.466
854	3625606.502
855	3624611.778
856	3624039.995
857	3623361.369
858	3622251.111
859	3620777.577
860	3620210.58
861	3618863.053
862	3618353.297
863	3617640.401
864	3617280.137
865	3615874.693
866	3614425.085
867	3613635.233
868	3612327.858
869	3611269.63
870	3610220.477
871	3609035.639
872	3607431.799
873	3605801.261
874	3604700.916
875	3603667.571
876	3602707.013
877	3600121.956
878	3599789.496
879	3599305.785
880	3597852.201
881	3597162.859
882	3596690.123
883	3595166.148
884	3594552.234
885	3593645.89
886	3592444.829
887	3591447.805
888	3590894.951
889	3589302.995
890	3587900.203
891	3586279.92
892	3585060.191
893	3583932.255
894	3583330.875
895	3582388.738
896	3581174.338
897	3580056.269
898	3579292.602
899	3578319.329
900	3577660.26
901	3576471.082
902	3575415.078
903	3573439.594
904	3573055.981
905	3572099.673
906	3571139.28
907	3570315.152
908	3568595.859
909	3567415.841
910	3566360.448
911	3565925.01
912	3564753.407
913	3563873.681
914	3562703.927
915	3562206.435
916	3561507.075
917	3560233.817
918	3559657.962
919	3557701.391
920	3556190.815
921	3554598.567
922	3553087.76
923	3552543.753
924	3551787.192
925	3550228.456
926	3549193.882
927	3548463.645
928	3547277.506
929	3546461.312
930	3545100.641
931	3544419.701
932	3542589.818
933	3541817.561
934	3540543.492
935	3539612.23
936	3538280.825
937	3537242.441
938	3536222.074
939	3535189.461
940	3534093.534
941	3533442.085
942	3532755.143
943	3531653.393
944	3530598.346
945	3529614.341
946	3528037.177
947	3527581.261
948	3526556.581
949	3525409.134
950	3524669.517
951	3523098.058
952	3521133.456
953	3519997.997
954	3519319.844
955	3517720.395
956	3516402.39
957	3515356.03
958	3514910.744
959	3514288.977
960	3512881.679
961	3512011.403
962	3510682.576
963	3509734.983
964	3508768.171
965	3507695.339
966	3507108.709
967	3506255.482
968	3505532.406
969	3505101.95
970	3504377.88
971	3504178.136
972	3503498.677
973	3502200.75
974	3500906.704
975	3500654.886
976	3500060.72
977	3498765.621
978	3497418.115
979	3495682.462
980	3495431.859
981	3494614.212
982	3492742.608
983	3491838.853
984	3490612.514
985	3490118.938
986	3488510.846
987	3487541.661
988	3486821.738
989	3485889.113
990	3484942.439
991	3484288.536
992	3483506.949
993	3482907.599
994	3482028.501
995	3480523.465
996	3479360.58
997	3478378.554
998	3477132.8
999	3476035.092
1000	3474751.78
1001	3474196.851
1002	3472543.573
1003	3471440.241
1004	3470425.594
1005	3468760.742
1006	3468114.268
1007	3467346.214
1008	3467314.219
1009	3466335
1010	3465027.654
1011	3464501.894
1012	3463837.016
1013	3462940.136
1014	3462291.127
1015	3461267.883
1016	3460136.416
1017	3459108.566
1018	3458277.038
1019	3457409.124
1020	3455960.88
1021	3455094.244
1022	3454268.78
1023	3453740.248
1024	3452342.662
1025	3452042.917
1026	3451310.237
1027	3450366.127
1028	3449005.452
1029	3448244.242
1030	3447507.338
1031	3445909.715
1032	3445060.339
1033	3442889.483
1034	3441882.11
1035	3441279.397
1036	3440674.046
1037	3439492.804
1038	3438646.908
1039	3436516.705
1040	3435599.511
1041	3434860.915
1042	3434340.853
1043	3433373.877
1044	3432137.041
1045	3431339.781
1046	3430751.091
1047	3430240.015
1048	3429485.232
1049	3428803.067
1050	3428212.756
1051	3427125.155
1052	3425999.262
1053	3425316.8
1054	3424502.576
1055	3423702.82
1056	3422088.626
1057	3421293.761
1058	3420619.618
1059	3420068.821
1060	3419476.002
1061	3418798.988
1062	3417903.038
1063	3416793.408
1064	3415583.233
1065	3415102.783
1066	3413986.396
1067	3412511.67
1068	3411035.637
1069	3410212.469
1070	3409471.73
1071	3408587.38
1072	3407691.096
1073	3406758.309
1074	3405828.805
1075	3404639.349
1076	3404075.588
1077	3403324.581
1078	3403049.235
1079	3401846.894
1080	3401289.574
1081	3400767.697
1082	3399936.605
1083	3399187.365
1084	3398613.905
1085	3397756.218
1086	3396900.945
1087	3396366.969
1088	3395829.963
1089	3395148.587
1090	3394455.137
1091	3393581.225
1092	3392966.576
1093	3391900.78
1094	3391195.639
1095	3389517.729
1096	3388992.097
1097	3387719.983
1098	3387469.815
1099	3386353.24
1100	3385645.138
1101	3385031.632
1102	3384241.056
1103	3383694.311
1104	3383441.276
1105	3382380.02
1106	3381117.997
1107	3380421.092
1108	3379971.687
1109	3378357.478
1110	3377794.065
1111	3377174.714
1112	3376456.558
1113	3375907.546
1114	3375055.971
1115	3374554.876
1116	3373785.197
1117	3372948.145
1118	3371706.707
1119	3371169.422
1120	3370156.258
1121	3369634.661
1122	3368956.905
1123	3367708.252
1124	3366721.977
1125	3365548.685
1126	3364749.737
1127	3364052.697
1128	3363524.165
1129	3362684.332
1130	3362117.778
1131	3361060.28
1132	3360093.244
1133	3359446.307
1134	3358717.726
1135	3358092.794
1136	3356700.557
1137	3356236.556
1138	3355790.693
1139	3355080.587
1140	3354721.137
1141	3354290.596
1142	3353081.651
1143	3351589.766
1144	3351024.473
1145	3350364.202
1146	3349529.003
1147	3349081.528
1148	3348566.009
1149	3347312.09
1150	3346788.776
1151	3345995.752
1152	3345292.96
1153	3344955.224
1154	3344123.47
1155	3343153.437
1156	3342827.673
1157	3342499.514
1158	3341880.959
1159	3341071.153
1160	3340373.434
1161	3339394.622
1162	3338656.148
1163	3337615.197
1164	3336443.138
1165	3335778.205
1166	3335150.725
1167	3333919.256
1168	3332844.26
1169	3332308.158
1170	3331750.156
1171	3331337.27
1172	3330696.932
1173	3330190.664
1174	3329744.933
1175	3328614.847
1176	3327625.276
1177	3326970.069
1178	3326234.672
1179	3325546.311
1180	3324542.606
1181	3324106.894
1182	3323582.895
1183	3322711.847
1184	3321718.05
1185	3321345.573
1186	3320563.554
1187	3320180.404
1188	3319674.511
1189	3318970.285
1190	3317851.855
1191	3317023.663
1192	3316815.614
1193	3316159.885
1194	3315425.143
1195	3314769.686
1196	3314386.331
1197	3313813.198
1198	3312969.208
1199	3312483.442
1200	3311263.397
1201	3310625.565
1202	3309731.858
1203	3308704.761
1204	3307153.424
1205	3306661.747
1206	3306215.53
1207	3305483.322
1208	3304911.837
1209	3303678.73
1210	3302793.746
1211	3302252.453
1212	3301602.284
1213	3301243.41
1214	3300424.547
1215	3299276.424
1216	3298747.851
1217	3298018.744
1218	3297372.945
1219	3296794.646
1220	3295952.857
1221	3295201.012
1222	3294874.26
1223	3293926.057
1224	3293192.821
1225	3291822.488
1226	3291590.837
1227	3291447.532
1228	3290851.57
1229	3290293.461
1230	3289826.127
1231	3289211.535
1232	3288705.59
1233	3288164.452
1234	3287156.354
1235	3286655.334
1236	3286009.512
1237	3285662.339
1238	3284630.19
1239	3284402.463
1240	3283580.135
1241	3283106.308
1242	3282365.314
1243	3281793.282
1244	3281731.839
1245	3280917.668
1246	3280420.673
1247	3279779.597
1248	3278812.003
1249	3277424.621
1250	3276946.016
1251	3276555.076
1252	3275971.515
1253	3275645.572
1254	3274857.717
1255	3273593.682
1256	3272664.586
1257	3272037.649
1258	3271353.434
1259	3270588.527
1260	3270246.449
1261	3269243.586
1262	3268092.312
1263	3267477.234
1264	3266782.981
1265	3265479.639
1266	3265067.791
1267	3264407.502
1268	3264049.048
1269	3262967.774
1270	3262654.788
1271	3262041.275
1272	3261184.552
1273	3260239.724
1274	3258961.217
1275	3258424.721
1276	3257734.415
1277	3257284.418
1278	3256323.325
1279	3255541.097
1280	3255246.765
1281	3254255.548
1282	3253298.296
1283	3252466.84
1284	3251916.712
1285	3251361.653
1286	3251082.895
1287	3250587.766
1288	3249416.511
1289	3248880.802
1290	3248041.048
1291	3247163.332
1292	3246416.778
1293	3245774.506
1294	3245318.943
1295	3243626.818
1296	3242960.7
1297	3242505.921
1298	3241478.729
1299	3240858.905
1300	3240128.038
1301	3238940.488
1302	3238554.403
1303	3237528.623
1304	3237251.043
1305	3236246.807
1306	3235797.823
1307	3235676.488
1308	3235629.65
1309	3235324.779
1310	3234612.788
1311	3233507.983
1312	3232806.486
1313	3232178.786
1314	3230951.381
1315	3230141.775
1316	3229325.88
1317	3228627.67
1318	3227421.001
1319	3226991.703
1320	3225476.241
1321	3224948.087
1322	3223955.2
1323	3223477.166
1324	3222834.895
1325	3221828.869
1326	3221254.574
1327	3220268.873
1328	3219796.791
1329	3218796.72
1330	3217971.873
1331	3217413.109
1332	3216596.991
1333	3215750.144
1334	3215509.498
1335	3214588.338
1336	3213756.396
1337	3213244.416
1338	3212066.876
1339	3211016.5
1340	3210102.163
1341	3209767.232
1342	3209147.122
1343	3208439.017
1344	3207724.429
1345	3207167.144
1346	3206115.296
1347	3205544.652
1348	3205002.18
1349	3204249.947
1350	3203845.804
1351	3203367.304
1352	3202329.501
1353	3201902.434
1354	3201682.314
1355	3200452.582
1356	3200185.321
1357	3199755.94
1358	3199109.257
1359	3198469.737
1360	3197678.315
1361	3196920.32
1362	3195988.333
1363	3195437.283
1364	3194679.931
1365	3193764.552
1366	3192834.677
1367	3192136.926
1368	3191504.538
1369	3190628.887
1370	3189724.669
1371	3188982.184
1372	3188624.477
1373	3188007.585
1374	3187224.503
1375	3186543.665
1376	3185860.955
1377	3185176.179
1378	3184550.442
1379	3183508.092
1380	3183020.169
1381	3182433.031
1382	3181182.29
1383	3180634.579
1384	3180216.27
1385	3179892.961
1386	3178985.432
1387	3178001.608
1388	3177059.855
1389	3176362.323
1390	3175684.34
1391	3174676.12
1392	3174219.869
1393	3173872.831
1394	3173036.643
1395	3172313.308
1396	3171859.295
1397	3171183.184
1398	3170400.921
1399	3169745.16
1400	3169219.009
1401	3168940.951
1402	3168041.669
1403	3167222.536
1404	3166451.505
1405	3165608.665
1406	3165262.754
1407	3164278.157
1408	3164069.707
1409	3163353.901
1410	3162498.439
1411	3161763.286
1412	3161086.188
1413	3160192.411
1414	3160163.947
1415	3159033.222
1416	3158091.858
1417	3157109.378
1418	3156437.382
1419	3155992.478
1420	3155340.762
1421	3155016.697
1422	3154182.226
1423	3153324.563
1424	3152620.405
1425	3152244.168
1426	3151553.529
1427	3150491.083
1428	3149975.423
1429	3149465.997
1430	3149068.554
1431	3148694.811
1432	3148078.243
1433	3147563.874
1434	3147008.458
1435	3146706.2
1436	3146309.259
1437	3145372.11
1438	3144504.923
1439	3143829.758
1440	3143384.123
1441	3142660.727
1442	3141866.525
1443	3140587.234
1444	3139852.477
1445	3139088.132
1446	3138835.753
1447	3138621.055
1448	3138119.281
1449	3137220.892
1450	3136691.525
1451	3136131.088
1452	3135748.826
1453	3135409.635
1454	3135020.21
1455	3133960.466
1456	3133317.801
1457	3132832.734
1458	3132314.54
1459	3131669.328
1460	3130623.933
1461	3130242.844
1462	3129825.065
1463	3129393.624
1464	3129368.545
1465	3129012.337
1466	3128514.4
1467	3127931.819
1468	3127348.797
1469	3126611.64
1470	3126594.662
1471	3126062.703
1472	3124853.244
1473	3124296.015
1474	3123518.047
1475	3122735.104
1476	3122058.719
1477	3121666.394
1478	3121020.706
1479	3120778.72
1480	3119924.405
1481	3119241.715
1482	3118786.814
1483	3118109.462
1484	3117272.706
1485	3117068.729
1486	3116664.399
1487	3116237.779
1488	3115924.369
1489	3115543.637
1490	3114811.875
1491	3114002.178
1492	3113703.915
1493	3113674.811
1494	3112807.479
1495	3111472.835
1496	3110922.182
1497	3110524.142
1498	3110142.807
1499	3109755.294
146
